product_id,id_web,nom_produit,prix_unitaire,z_score,ventes_totales,chiffre_affaires,stock
3850,15300,Pierre Jean Villa Crozes-Hermitage Accroche Coeur 2018,20.8,-0.4193,0.0,0.0,0
4612,15038,Gilbert Picq Chablis Vieilles Vignes 2017,20.6,-0.4265,10.0,206.0,49
4166,16124,Ollieux Romanis Corbières Boutenac Atal Sia 2017,20.5,-0.4301,6.0,123.0,8
4940,15337,Oratoire Saint Martin Cairanne Blanc Haut-Coustias 2017,20.5,-0.4301,2.0,41.0,44
6225,15162,Le Pas de l'Escalette IGP Hérault Ze Cinsault 2017,20.4,-0.4337,4.0,81.6,0
6226,15161,Le Pas de l'Escalette Terrasses du Larzac Le Pas de D. 2017,20.4,-0.4337,0.0,0.0,0
4156,14941,Elian Daros Côtes du Marmandais Coucou Blanc 2016,20.35,-0.4355,6.0,122.1,1
4669,16053,Domaine Pellé Menetou Salon Blanc Le Carroir 2018,20.2,-0.4409,1.0,20.2,37
6205,16565,Domaine Giudicelli Vin de France Corail Rouge 2019,20.2,-0.4409,0.0,0.0,109
4892,15952,Jacqueson Rully Rouge Les Chaponnières 2018,20.1,-0.4445,3.0,60.3,34
4703,15465,Albert Mann Crémant d'Alsace Extra Brut 2017,19.8,-0.4553,7.0,138.6,2
5477,15526,Domaine Pellé Menetou Salon Blanc Les Vignes de Ratier 2018,19.8,-0.4553,4.0,79.2,38
5019,14696,Château Tour Des Gendres Bergerac Blanc Moulin Des Dames 2016,19.8,-0.4553,0.0,0.0,0
4673,16057,Domaine Pellé Sancerre Rouge La Croix Au Garde 2017,19.8,-0.4553,0.0,0.0,35
5705,15360,Domaine Huet Vouvray Pétillant Brut 2014,19.8,-0.4553,2.0,39.6,9
5906,15857,Domaine de Montbourgeau L'Etoile En Banode 2016,19.8,-0.4553,0.0,0.0,0
4065,15022,Oratoire Saint Martin Cairanne Rouge Les Douyes 2016,19.5,-0.466,0.0,0.0,35
5383,3383,Nouvelle-Zélande Marlborough Kim Crawford Sauvignon Blanc 2015,19.5,-0.466,0.0,0.0,9
5761,13849,Huiles d'Olive Extra Vierge Planeta 3x 10cl,19.5,-0.466,0.0,0.0,0
4250,16317,Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018,19.5,-0.466,30.0,585.0,14
4049,16043,Pierre Gaillard Saint-Joseph Rouge 2018,19.3,-0.4732,1.0,19.3,46
5890,15775,Saumaize-Michelin Saint-Véran Les Crèches 2018,19.3,-0.4732,0.0,0.0,55
5614,14856,Albert Boxler Crémant d'Alsace Brut 2014,19.2,-0.4768,3.0,57.6,39
4152,16238,Elian Daros Côtes du Marmandais Chante Coucou 2016,19.2,-0.4768,7.0,134.4,57
5613,14855,Albert Boxler Chasselas 2016,19.2,-0.4768,6.0,115.2,11
6585,15434,La Préceptorie Côtes du Roussillon Blanc Terres Nouvelles 2018,19.0,-0.484,0.0,0.0,38
4085,16462,Rimauresq Côtes de Provence Rouge Cru Classé 2017,19.0,-0.484,7.0,133.0,37
6928,15741,Le Cèdre de Jean Faure Saint-Emilion 2016,19.0,-0.484,2.0,38.0,20
4614,15875,Gilbert Picq Chablis En Vaudécorse 2017,19.0,-0.484,11.0,209.0,50
4267,16537,Domaine Bulliat Morgon Amphore Cou de Jus 2019,19.0,-0.484,2.0,38.0,21
5891,15774,Saumaize-Michelin Viré-Clessé 2018,19.0,-0.484,1.0,19.0,4
5377,15677,Argentine Alamos Catena Malbec 2017,19.0,-0.484,0.0,0.0,7
4674,16056,Domaine Pellé Sancerre Blanc La Croix Au Garde 2018,19.0,-0.484,7.0,133.0,41
4297,16246,Domaine de La Tour Du Bon Bandol Blanc 2019,19.0,-0.484,0.0,0.0,26
4280,15690,Château de Cazeneuve Languedoc Blanc 2016,18.9,-0.4876,0.0,0.0,46
5904,15856,Domaine de Montbourgeau Côtes du Jura Poulsard 2018,18.8,-0.4912,0.0,0.0,25
4793,15730,Maurice Schoech Pinot Gris Grand Cru Schlossberg 2017,18.7,-0.4948,0.0,0.0,17
4885,14981,Saumaize-Michelin Mâcon Vergisson Sur La Roche 2017,18.7,-0.4948,0.0,0.0,6
4716,15657,Domaine Schoenheitz Pinot Gris Herrenreben 2017,18.6,-0.4984,0.0,0.0,7
4978,13313,Château Dutruch Grand Poujeaux Moulis 2016,18.5,-0.502,0.0,0.0,0
4158,16093,Planeta Sicilia Etna Rosso 2018,18.5,-0.502,0.0,0.0,0
4713,14746,Domaine Schoenheitz Gewurztraminer Lisenberg 2015,18.4,-0.5056,12.0,220.8,6
4933,16281,Marcel Richaud Cairanne Rouge 2018,18.4,-0.5056,0.0,0.0,30
4047,14977,Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018,18.3,-0.5091,0.0,0.0,36
5900,12869,Stéphane Tissot Arbois D.D. 2016,18.25,-0.5109,0.0,0.0,0
4704,15004,Albert Mann Gewurztraminer 2017,18.2,-0.5127,3.0,54.6,0
4718,15670,Domaine Schoenheitz Pinot Noir Val Saint Grégoire 2017,18.2,-0.5127,0.0,0.0,19
4168,15784,Ollieux Romanis Corbières Blanc Cuvée Prestige 2018,18.2,-0.5127,12.0,218.4,50
5506,14192,Château de la Selve Coteaux de l'Ardèche Rouge Serre de Berty 2014,18.2,-0.5127,0.0,0.0,63
4684,14451,Château Plaisance Fronton To Co Que Cal 2015,18.1,-0.5163,3.0,54.3,25
5380,16022,Nouvelle-Zélande Marlborough Momo Sauvignon Blanc 2018,18.0,-0.5199,0.0,0.0,24
5610,14912,Domaine Weinbach Pinot Blanc 2017,18.0,-0.5199,0.0,0.0,11
6035,15342,Zind-Humbrecht Muscat Turckheim 2016,17.9,-0.5235,1.0,17.9,21
5809,15080,Château Tour De Pez Saint-Estèphe Les Hauts de Pez 2016,17.9,-0.5235,0.0,0.0,0
5483,15753,David-Beaupère Juliénas La Bottière Vieilles Vignes 2018,17.9,-0.5235,0.0,0.0,22
4672,14676,Domaine Pellé Menetou Salon Rouge Morogues 2017,17.8,-0.5271,0.0,0.0,5
4264,15665,Chermette Domaine du Vissoux Moulin à Vent Les Trois Roches 2018,17.8,-0.5271,2.0,35.6,48
4192,15605,Château de La Liquière Faugères Cistus Rouge 2017,17.8,-0.5271,5.0,89.0,43
5907,12882,Domaine de Montbourgeau Vin de Paille 2013,17.7,-0.5307,0.0,0.0,5
4276,14527,I Fabbri Chianti Classico Terra Di Lamole 2015,17.6,-0.5343,0.0,0.0,1
5696,15797,Planeta Sicilia Etna Bianco 2018,17.5,-0.5379,0.0,0.0,35
4930,16155,Domaine La Croix Belle Côtes de Thongue Blanc N°7 2018,17.5,-0.5379,5.0,87.5,9
4301,16553,Domaine de La Tour Du Bon Bandol Rosé 2019,17.5,-0.5379,3.0,52.5,14
5806,13567,Château La Croix Meunier Saint-Emilion Grand Cru 2014,17.4,-0.5415,2.0,34.8,0
4910,13809,Antoine-Marie Arena Vin de France Rouge San Giovanni 2017,17.3,-0.5451,4.0,69.2,0
5797,15688,Château Saransot-Dupré Listrac-Médoc 2016,17.2,-0.5487,0.0,0.0,123
5956,15895,Clos du Prieur Terrasses du Larzac 2018,17.2,-0.5487,0.0,0.0,12
4224,15306,Pierre Martin Sancerre Chavignol Rouge 2017,17.2,-0.5487,2.0,34.4,13
5803,13572,Château Tour Haut-Caussan Médoc 2015,17.1,-0.5523,3.0,51.3,36
4235,13905,Maroc Graillot/Thaleb Tandem Syrah 2015,17.1,-0.5523,1.0,17.1,0
4217,15672,Domaine de l'Ecu Muscadet Granite 2018,17.1,-0.5523,0.0,0.0,17
5396,14626,Chili De Martino Gallardia Cinsault 2017,17.1,-0.5523,0.0,0.0,34
4083,16296,"Rimauresq Côtes de Provence Blanc Cru Classé ""R"" 2019",17.0,-0.5558,0.0,0.0,0
4670,15525,Domaine Pellé Menetou Salon Blanc Morogues 2018,17.0,-0.5558,2.0,34.0,93
4890,16038,Saumaize-Michelin Saint-Véran 2018,17.0,-0.5558,6.0,102.0,29
4759,16229,Domaine Saint-Nicolas Fiefs Vendéens Rouge Reflets 2018,16.9,-0.5594,0.0,0.0,49
5816,15237,Maison Trimbach Riesling 2017,16.9,-0.5594,0.0,0.0,5
4225,16497,Pierre Martin Sancerre Chavignol Blanc 2019,16.9,-0.5594,13.0,219.7,20
5704,15036,Domaine de l'Ecu Muscadet Gneiss 2015,16.9,-0.5594,0.0,0.0,5
4613,15030,Gilbert Picq Chablis 2017,16.9,-0.5594,9.0,152.1,31
4706,15349,Albert Mann Muscat 2018,16.8,-0.563,32.0,537.6,23
4733,15576,Camin Larredya Jurançon Sec La Part Davant 2018,16.8,-0.563,0.0,0.0,13
4219,12599,Domaine de l'Ecu Muscadet Orthogneiss 2014,16.7,-0.5666,1.0,16.7,0
4929,15927,Domaine La Croix Belle Côtes de Thongue Rouge N°7 2017,16.7,-0.5666,2.0,33.4,4
4182,15747,Borie La Vitarèle Saint-Chinian Les Schistes 2017,16.7,-0.5666,3.0,50.1,53
4271,13460,Domaine Sérol Côte Roannaise Perdrizière 2016,16.6,-0.5702,0.0,0.0,56
4186,16190,Le Pas de l'Escalette Terrasses du Larzac Les Clapas Rouge 2018,16.6,-0.5702,1.0,16.6,0
4068,16416,Gilles Robin Crozes-Hermitage Rouge Papillon 2019,16.6,-0.5702,62.0,1029.2,157
5815,15238,Maison Trimbach Muscat Réserve 2017,16.6,-0.5702,1.0,16.6,11
4621,15849,Bernard Baudry Chinon Rouge Les Grézeaux 2017,16.5,-0.5738,9.0,148.5,49
4649,16261,Bernard Baudry Chinon Blanc 2018,16.5,-0.5738,1.0,16.5,5
4976,16005,Château Lafont Menaut Pessac-Leognan Rouge 2017,16.45,-0.5756,4.0,65.8,26
4750,13627,Domaine de Montgilet Anjou Rouge Les Yvonnais 2015,16.4,-0.5774,2.0,32.8,45
4086,16013,Rimauresq Côtes de Provence Blanc Cru Classé 2019,16.4,-0.5774,4.0,65.6,31
4664,15402,La Cotelleraie Saint-Nicolas-de-Bourgueil Le Vau Jaumier 2016,16.4,-0.5774,0.0,0.0,15
4103,16505,Emile Boeckel Riesling Grand Cru Wiebelsberg 2016,16.3,-0.581,12.0,195.6,6
7338,16230,Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019,16.3,-0.581,0.0,0.0,45
5445,12194,La Préceptorie Maury Blanc 2015,16.3,-0.581,0.0,0.0,11
4977,14930,Château Lafont Menaut Pessac-Leognan Blanc 2017,16.3,-0.581,3.0,48.9,47
4102,15767,Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017,16.3,-0.581,1.0,16.3,16
5964,13662,Domaine de l'Ancienne Cure Pécharmant L'Abbaye 2015,16.3,-0.581,3.0,48.9,11
5446,16328,Parcé Frères Banyuls Rimage 2018,16.2,-0.5846,0.0,0.0,30
4601,16151,Catherine et Claude Maréchal Bourgogne Aligoté 2018,16.1,-0.5882,4.0,64.4,31
5389,13904,Australie Maverick Breechens Blend 2012,16.1,-0.5882,0.0,0.0,5
4720,16513,Domaine Schoenheitz Riesling Herrenreben 2018,15.9,-0.5954,15.0,238.5,10
4101,14905,Emile Boeckel Pinot Gris Grand Cru Zotzenberg 2016,15.8,-0.599,0.0,0.0,37
4263,15664,Chermette Domaine du Vissoux Fleurie Poncié 2018,15.8,-0.599,0.0,0.0,50
4712,15667,Domaine Schoenheitz Crémant d'Alsace Mémoire de Granit Extra Brut,15.8,-0.599,1.0,15.8,0
4100,13416,Emile Boeckel Gewurztraminer Grand Cru Zotzenberg 2016,15.8,-0.599,0.0,0.0,7
4262,15663,Chermette Domaine du Vissoux Brouilly Pierreux 2018,15.8,-0.599,3.0,47.4,35
5444,15155,La Préceptorie Maury Rouge Cuvée Aurélie 2017,15.5,-0.6097,1.0,15.5,37
4270,15839,Domaine Sérol Côte Roannaise Les Millerands 2018,15.5,-0.6097,4.0,62.0,31
5894,16539,Thevenet Quintaine Viré-Clessé Emilian Gillet 2017,15.4,-0.6133,5.0,77.0,18
6738,8193,Emile Boeckel Crémant Chardonnay Extra Brut 2016,15.4,-0.6133,3.0,46.2,40
5959,15766,Domaine Labranche Laffont Madiran Vieilles Vignes 2015,15.4,-0.6133,0.0,0.0,32
6616,15781,Clos du Mont-Olivet Lirac Rouge 2017,15.4,-0.6133,1.0,15.4,8
4734,16138,Camin Larredya Jurançon Moelleux Costat Darrer 2018,15.3,-0.6169,1.0,15.3,36
4246,15428,Domaine Saint-Denis Mâcon Lugny 2017,15.3,-0.6169,7.0,107.1,25
5375,15755,David-Beaupère Juliénas Les Trois Verres 2018,15.2,-0.6205,1.0,15.2,0
4268,16307,Domaine Bulliat Morgon Le Colombier 2019,15.2,-0.6205,1.0,15.2,55
5546,15202,Thierry Germain Saumur-Champigny Cuvée Domaine 2018,15.2,-0.6205,6.0,91.2,130
4799,15811,Domaine de la Monardière Vacqueyras Les Deux Monardes 2017,14.9,-0.6313,3.0,44.7,56
5736,15116,Triennes IGP Méditerranée Blanc Sainte Fleur 2018,14.9,-0.6313,5.0,74.5,10
4275,14864,I Fabbri Chianti Classico Lamole 2017,14.9,-0.6313,12.0,178.8,14
4248,15033,Domaine Saint-Denis Mâcon Chardonnay 2017,14.8,-0.6349,12.0,177.6,64
4075,16069,Plateau des Chênes Lirac 2015,14.7,-0.6385,0.0,0.0,54
5738,15566,Triennes IGP Méditerranée Rouge Saint Auguste 2016,14.6,-0.6421,11.0,160.6,26
4155,14944,Elian Daros Côtes du Marmandais Le Vignoble d'Elian 2016,14.5,-0.6457,3.0,43.5,70
4063,16319,Mourgues du Grès Costières de Nîmes Terre de Feu 2017,14.5,-0.6457,3.0,43.5,10
4748,14632,Jean-Paul Brun Saint-Amour 2017,14.5,-0.6457,0.0,0.0,14
4064,15966,Oratoire Saint Martin Cairanne Rouge Réserve des Seigneurs 2017,14.4,-0.6493,3.0,43.2,27
4087,16180,Rimauresq Côtes de Provence Cru Classé Rosé 2019,14.4,-0.6493,18.0,259.2,45
4665,15404,Vincent Carême Vouvray Sec 2018,14.4,-0.6493,2.0,28.8,6
4730,5646,Domaine Muré Crémant d'Alsace Cuvée Prestige,14.3,-0.6528,0.0,0.0,6
4162,14474,Domino Romano Ribera Del Duero Camino Romano 2016,14.3,-0.6528,1.0,14.3,26
4167,15785,Ollieux Romanis Corbières Rouge Cuvée Prestige 2017,14.3,-0.6528,3.0,42.9,36
4251,15032,Domaine Saint-Denis Bourgogne Rouge Le Clos 2017,14.1,-0.66,8.0,112.8,102
4032,19814,Pierre Jean Villa IGP Collines Rhodaniennes Gamine 2018,14.1,-0.66,3.0,42.3,0
5930,16323,Borie La Vitarèle Languedoc Blanc Le Grand Mayol 2019,14.1,-0.66,1.0,14.1,66
4076,13072,Plateau des Chênes Lirac 2016,14.05,-0.6618,4.0,56.2,53
4686,16324,Cosse Maisonneuve Cahors Solis 2018,14.0,-0.6636,2.0,28.0,6
4778,16072,Clos du Mont-Olivet Lirac Rosé Farel 2019,13.9,-0.6672,0.0,0.0,0
5504,16146,Château de la Selve Coteaux de l'Ardèche Blanc Saint-Régis Blanc 2019,13.8,-0.6708,3.0,41.4,35
4151,15140,Elian Daros Côtes du Marmandais Abouriou 2016,13.7,-0.6744,12.0,164.4,0
5715,14982,François Baur Gewurztraminer Herrenweg de Turckheim 2016,13.7,-0.6744,0.0,0.0,35
4722,15880,François Baur Pinot Gris Herrenweg de Turckheim 2018,13.7,-0.6744,1.0,13.7,0
4094,15676,Paul Ginglinger Gewurztraminer Wahlenbourg 2017,13.7,-0.6744,0.0,0.0,24
4780,13096,Maurice Schoech Crémant d'Alsace Brut Rosé Bulles de Granite,13.7,-0.6744,1.0,13.7,12
4791,14599,Maurice Schoech Pinot Noir Pièce de Chêne 2016,13.6,-0.678,0.0,0.0,24
6072,16028,Clos du Mont-Olivet Côtes-du-Rhône Blanc 2019,13.6,-0.678,9.0,122.4,41
6584,15769,La Préceptorie Côtes du Roussillon Blanc Coume Marie 2018,13.5,-0.6816,0.0,0.0,29
4193,16529,Château de La Liquière Faugères Cistus Blanc 2019,13.5,-0.6816,8.0,108.0,55
4176,15629,Domaine de l'Hortus Pic Saint-Loup La Bergerie Rouge 2018,13.5,-0.6816,9.0,121.5,276
4244,15770,La Préceptorie Côtes du Roussillon Coume Marie 2018,13.5,-0.6816,5.0,67.5,50
6618,15539,Clos du Mont-Olivet Vins de Pays du Gard Confluence 2017,13.5,-0.6816,0.0,0.0,2
5963,15574,Domaine de l'Ancienne Cure Bergerac Blanc Sec L'Abbaye 2016,13.5,-0.6816,0.0,0.0,28
4177,15583,Domaine de l'Hortus Val de Montferrand La Bergerie Blanc 2018,13.5,-0.6816,0.0,0.0,109
4216,15213,Domaine de l'Ecu Muscadet Classic 2018,13.4,-0.6852,1.0,13.4,34
4607,15146,François Bergeret Hautes Côtes de Beaune Vieilles Vignes Rondo 2017,13.4,-0.6852,0.0,0.0,0
6094,15486,Château de Villeneuve Saumur-Champigny Clos de la Bienboire 2018,13.4,-0.6852,0.0,0.0,2
4187,16189,Le Pas de l'Escalette Languedoc Les Petits Pas 2019,13.3,-0.6888,42.0,558.6,90
4714,15361,Domaine Schoenheitz Muscat 2017,13.3,-0.6888,3.0,39.9,25
5439,15649,La Préceptorie Maury Sec Rouge Copain Comme Cochon 2018,13.2,-0.6924,18.0,237.6,0
4679,15283,Domaine Rotier Gaillac Rouge Renaissance 2016,13.2,-0.6924,0.0,0.0,37
4610,15801,François Bergeret Hautes Côtes de Beaune Blanc 2018,13.1,-0.696,0.0,0.0,114
5760,11258,Huile d'Olive Extra Vierge Planeta 50cl,13.1,-0.696,2.0,26.2,37
5693,15812,Philippe Nusswitz Duché d'Uzès Orénia Blanc Réserve 2018,13.0,-0.6995,11.0,143.0,55
4939,15338,Oratoire Saint Martin Cairanne Blanc Réserve des Seigneurs 2018,12.9,-0.7031,0.0,0.0,0
4676,15280,Domaine Rotier Gaillac Blanc Doux Les Gravels 2016,12.9,-0.7031,0.0,0.0,73
5519,15860,Domaine Chambeyron Côtes du Rhône 2017,12.9,-0.7031,22.0,283.8,35
4274,12942,Domaine Sérol Vin Mousseux Rosé Turbullent Méthode Ancestrale,12.9,-0.7031,0.0,0.0,0
5764,15818,Parcé Frères Collioure Rouge Petit Gus 2018,12.9,-0.7031,12.0,154.8,84
4689,13736,Domaine Plageoles Côtes du Tarn Blanc Sec Ondenc,12.8,-0.7067,1.0,12.8,6
4690,13659,Domaine Plageoles Vin de France Contre-Pied 2016,12.8,-0.7067,0.0,0.0,15
4924,16276,Cave de Castelmaure Corbières Rouge Grande Cuvée 2017,12.8,-0.7067,0.0,0.0,0
4097,15675,Paul Ginglinger Pinot Gris Les Prelats 2018,12.8,-0.7067,1.0,12.8,26
4221,15829,Xavier Frissant Touraine Les Roses du Clos 2018,12.8,-0.7067,15.0,192.0,83
4099,15813,Paul Ginglinger Riesling Drei Exa 2018,12.8,-0.7067,0.0,0.0,43
5960,15892,Domaine Labranche Laffont Pacherenc du Vic-Bilh Sec 2017,12.7,-0.7103,0.0,0.0,27
4726,14950,François Baur Pinot Noir Schlittweg 2017,12.7,-0.7103,4.0,50.8,0
4074,15941,Domaine de la Jérôme Côtes du Rhône Village 201,12.7,-0.7103,4.0,50.8,50
5694,14661,Philippe Nusswitz Duché d'Uzès Orénia Rouge Réserve 2016,12.7,-0.7103,5.0,63.5,62
4056,16029,Clos du Mont-Olivet Côtes-du-Rhône Vieilles Vignes 2018,12.7,-0.7103,10.0,127.0,0
5395,15095,Chili Errazuriz Cabernet Sauvignon 2016,12.7,-0.7103,0.0,0.0,6
4095,16120,Paul Ginglinger Muscat Caroline 2018,12.6,-0.7139,4.0,50.4,19
4106,15787,Emile Boeckel Pinot Noir Barriques Oberpfoeller 2018,12.6,-0.7139,6.0,75.6,26
4227,15261,La Cotelleraie Saint-Nicolas-de-Bourgueil La Croisée 2018,12.6,-0.7139,6.0,75.6,49
6093,15487,Château de Villeneuve Saumur-Champigny 2017,12.6,-0.7139,1.0,12.6,0
5796,13895,Château Saransot-Dupré Bordeaux Blanc 2016,12.5,-0.7175,0.0,0.0,12
4719,16527,Domaine Schoenheitz Pinot Noir Tradition 2019,12.5,-0.7175,15.0,187.5,29
4938,13379,Domaine Rouge Garance Côtes du Rhône Villages Garances 2016,12.5,-0.7175,0.0,0.0,0
4668,14657,Xavier Frissant Touraine Amboise L'Orée des Frênes 2015,12.3,-0.7247,3.0,36.9,23
4788,15731,Maurice Schoech Pinot Gris 2018,12.3,-0.7247,3.0,36.9,21
4260,14945,Chermette Domaine du Vissoux Beaujolais Blanc Collonge 2017,12.2,-0.7283,2.0,24.4,22
4190,16191,Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019,12.1,-0.7319,5.0,60.5,0
4786,15881,Maurice Schoech Gewurztraminer 2018,12.1,-0.7319,0.0,0.0,37
4964,16515,Château Turcaud Bordeaux Rouge Cuvée Majeure 2018,12.1,-0.7319,6.0,72.6,72
4165,15075,Parés Baltà Penedès Indigena 2017,12.0,-0.7355,3.0,36.0,57
5525,14819,Domaine Chambeyron Vin de Pays des Collines Rhodaniennes Viognier 2016,12.0,-0.7355,0.0,0.0,0
4753,15429,Domaine de Montgilet Coteaux de l'Aubance 2017,12.0,-0.7355,7.0,84.0,76
4795,3568,Emile Boeckel Crémant Brut Rosé,12.0,-0.7355,10.0,120.0,34
4157,14751,Planeta Sicilia Alastro 2017,12.0,-0.7355,0.0,0.0,10
4060,16498,Mourgues du Grès Costières de Nîmes Terre d'Argence 2017,11.9,-0.7391,9.0,107.1,73
4181,16560,Borie La Vitarèle Saint-Chinian Les Terres Blanches 2019,11.9,-0.7391,9.0,107.1,137
4749,15315,Domaine de Montgilet Anjou Blanc 2016,11.9,-0.7391,0.0,0.0,140
4620,15850,Bernard Baudry Chinon Rouge Les Granges 2018,11.9,-0.7391,6.0,71.4,106
4062,16320,Mourgues du Grès IGP Pont du Gard Terre d'Argence 2018,11.9,-0.7391,3.0,35.7,60
4609,15145,François Bergeret Hautes Côtes de Beaune Rouge 2017,11.8,-0.7427,0.0,0.0,237
4281,16330,Château de Cazeneuve Val de Montferrand Rouge Caza Sorix 2019,11.6,-0.7498,0.0,0.0,4
4161,15375,Planeta Sicilia Plumbago 2017,11.6,-0.7498,0.0,0.0,0
4220,15758,Xavier Frissant Touraine Amboise Chenin Les Pierres 2018,11.6,-0.7498,12.0,139.2,66
5481,15138,Domaine Bulliat Moulin-à-Vent 2017,11.5,-0.7534,0.0,0.0,46
4178,16160,Domaine de l'Hortus Pic Saint-Loup La Bergerie Rosé 2019,11.5,-0.7534,17.0,195.5,12
4962,15737,Château Turcaud Bordeaux Blanc Cuvée Majeure 2018,11.3,-0.7606,14.0,158.2,95
4204,15414,Mas Laval IGP Pays d'Hérault Les Pampres Rouges 2017,11.3,-0.7606,3.0,33.9,31
4789,15316,Maurice Schoech Pinot Noir 2018,11.1,-0.7678,2.0,22.2,62
4936,15106,Domaine Rouge Garance Côtes du Rhône Blanc De Garance 2018,11.1,-0.7678,11.0,122.1,88
4232,16269,Argentine Mendoza Alamos Chardonnay 2019,11.1,-0.7678,2.0,22.2,35
5379,14561,Argentine Mendoza Alamos Torrontes 2017,11.1,-0.7678,0.0,0.0,26
4231,15461,Argentine Mendoza Alamos Malbec 2018,11.1,-0.7678,1.0,11.1,0
4715,15196,Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017,11.1,-0.7678,0.0,0.0,30
4790,15732,Maurice Schoech Riesling 2018,11.1,-0.7678,0.0,0.0,43
5737,15369,Triennes IGP Méditerranée Rouge Les Auréliens 2016,11.0,-0.7714,9.0,99.0,12
6047,16264,Château de La Liquière Faugères L'Ampoule 2019,10.9,-0.775,38.0,414.2,46
4307,15946,Domaine de l'Idylle Savoie Mondeuse Le Tithonien 2018,10.9,-0.775,0.0,0.0,0
4194,15441,Château de La Liquière Faugères 2017,10.8,-0.7786,9.0,97.2,5
5707,13557,Domaine des Terres d'Ocre Saint-Pourçain Rouge Instant T 2015,10.8,-0.7786,10.0,108.0,13
4163,15482,Parés Baltà Penedès Calcari 2018,10.8,-0.7786,3.0,32.4,18
5739,16003,Triennes IGP Méditerranée Rouge Merlot 2016,10.7,-0.7822,1.0,10.7,39
4306,15949,Domaine de l'Idylle Roussette de Savoie Anne de Chypre 2018,10.7,-0.7822,1.0,10.7,41
4675,13762,Domaine Rotier Gaillac Blanc Sec Renaissance 2015,10.7,-0.7822,0.0,0.0,35
5394,15462,Chili Valdivieso Merlot 2017,10.7,-0.7822,0.0,0.0,4
6128,14569,Moulin de Gassac IGP Pays d'Hérault Blanc Faune 2017,10.6,-0.7858,3.0,31.8,50
6127,14573,Moulin de Gassac IGP Pays d'Hérault Rouge Mazet du Levant 2017,10.6,-0.7858,0.0,0.0,66
6280,15654,Borie de Maurel Minervois Blanc La Belle Aude 2018,10.4,-0.793,0.0,0.0,0
5480,16306,Domaine Bulliat Chiroubles Cuvée Félix 2019,10.4,-0.793,1.0,10.4,37
5706,15674,Domaine des Terres d'Ocre Saint-Pourçain Blanc Instant T 2018,10.3,-0.7965,0.0,0.0,22
5629,8365,Parés Baltà Cava Brut Nature,10.3,-0.7965,0.0,0.0,51
4269,16244,Domaine Sérol Côte Roannaise Les Originelles 2019,10.2,-0.8001,0.0,0.0,1
5479,16305,Domaine Bulliat Beaujolais Blanc 2019,10.2,-0.8001,3.0,30.6,69
4785,15448,Maurice Schoech Pinot Auxerrois Vieilles Vignes 2018,10.1,-0.8037,1.0,10.1,18
5753,16147,Château de la Selve Vin de France Petite Selve 2019,10.1,-0.8037,4.0,40.4,101
4862,16047,Philippe Nusswitz Duché d'Uzès Orénia Blanc 2018,9.9,-0.8109,12.0,118.8,168
4867,16148,Château De La Selve IGP Coteaux de l'Ardèche Maguelonne Rosé 2019,9.9,-0.8109,1.0,9.9,0
4261,15662,Chermette Domaine du Vissoux Beaujolais Griottes 2018,9.9,-0.8109,1.0,9.9,89
4203,15415,Mas Laval IGP Pays d'Hérault Les Pampres Blancs 2018,9.9,-0.8109,6.0,59.4,89
4937,16283,Domaine Rouge Garance Côtes du Rhône Feuille de Garance 2019,9.9,-0.8109,4.0,39.6,28
6617,16031,Clos du Mont-Olivet Vins de Pays du Gard Rive Droite 2018,9.9,-0.8109,6.0,59.4,12
4782,16564,Paul Ginglinger Pinot Blanc 2017,9.8,-0.8145,3.0,29.4,22
4154,15141,Elian Daros Côtes du Marmandais Le Vin Est Une Fête 2017,9.8,-0.8145,18.0,176.4,128
4865,16274,Mourgues du Grès Costières de Nîmes Capitelles Rosé 2018,9.8,-0.8145,13.0,127.4,1
4223,16585,Xavier Frissant Touraine Sauvignon 2019,9.7,-0.8181,3.0,29.1,180
4104,15683,Emile Boeckel Riesling Brandluft 2018,9.7,-0.8181,12.0,116.4,37
4740,13412,Jean-Paul Brun Beaujolais L'Ancien 2016,9.7,-0.8181,0.0,0.0,8
4265,15136,Domaine Bulliat Beaujolais Villages Bibine 2018,9.6,-0.8217,3.0,28.8,21
4229,15403,Mérieau Touraine L'Arpent des Vaudons 2018,9.6,-0.8217,0.0,0.0,26
4677,15282,Domaine Rotier Gaillac Rouge Les Gravels 2016,9.5,-0.8253,1.0,9.5,161
4188,16265,Château de La Liquière Languedoc Blanc Les Amandiers 2019,9.5,-0.8253,8.0,76.0,99
4197,16256,Château de La Liquière Faugères Les Amandiers Rosé 2019,9.4,-0.8289,8.0,75.2,24
5016,14839,Château Tour Des Gendres Bergerac Blanc Cuvée Des Conti 2017,9.3,-0.8325,3.0,27.9,1
6070,16133,Borie La Vitarèle Pays d'Hérault Les Cigales 2019,9.3,-0.8325,1.0,9.3,124
4160,15373,Planeta Sicilia La Segreta Rosso 2017,9.3,-0.8325,7.0,65.1,0
